id;created;category_id;pattern_id;instanz_nr;atricle_nr_red;pattern_ref;order_nr;color_garn_vendor_ref;length;foto_mi;foto_ma;foto_red;owner;storage_web;storage;price_red;selled_dt;present_dt;remarks;remarks_article
368;2014-02-14;1;100;1;100.1;77016;;c106,c114,c110;14.0;;151015_2_ma0/3133;1;1;1;1;24.00;;;;
369;2014-02-14;1;100;1;100.2;77016;;c162,c105,c282;11.5;;151121_2_ma0/3441;1;1;1;1;19.00;;;;
370;2015-09-26;1;100;1;100.3;77016;;c226,c208,c113;13.0;;151015_5_ma0/3248;1;1;1;1;22.00;;;;
371;2014-02-14;1;101;1;101.1;;;;16.5;;;1;1;;;7.00;2014-12-06;;Spezielpreis: einfaches Muster;
372;2014-02-14;1;102;1;102.1;;;;15.5;;;1;1;;1;9.00;;;;
373;2014-02-14;3;103;1;103.1;;;;16.5;;;1;1;;1;28.00;;;;
374;2014-02-14;1;104;1;104.1;41;;c208,c106,c110,c115,c281;15.0;;151015_5_ma0/3241;1;1;1;1;15.50;;;;
375;2014-04-18;1;104;1;104.2;41;;c282,c106,c110,c192,c226;13.0;;151018_2_ma0/3333;1;1;1;1;12.50;;;;
376;2014-04-18;1;104;1;104.3;41;;c105,c246,c114,c257,c254;12.5;;151015_2_ma0/3134;1;1;1;1;12.00;;;;
377;2014-04-18;1;104;1;104.4;41;;c105,c254,c162,c385,c253;13.5;;151018_2_ma0/3341;1;1;1;1;14.00;;;;
378;2014-04-18;1;104;1;104.5;41;;c110,c114,c259,c246,c106;12.5;;151015_2_ma0/3137;1;1;1;1;12.00;;;;
379;2014-04-18;1;104;1;104.6;41;;c245,c192,c110,c389,c241;13.0;;151015_5_ma0/3256;1;2;1;1;12.00;;;;
380;2014-04-18;1;104;1;104.7;41;;c244,c106,c110,c253,c385;12.5;;151015_3_ma0/3171;1;1;1;1;12.00;;;;
381;2014-05-18;1;104;1;104.8;41;;;13.5;;;1;2;;;12.00;2014-12-20;;;
382;2014-06-25;1;104;1;104.9;41;;;13.5;;;1;1;;;12.00;2014-10-18;;;
383;2014-06-25;1;104;1;104.10;41;;c244,c106,c226,c253,c385;13.0;;151015_3_ma0/3169;1;1;1;1;12.00;;;;
384;2015-01-01;1;104;1;104.11;41;;;13.5;;151018_2_ma0/3334;1;2;1;1;13.50;;;;C127 nicht gefunden, vorher c192,c173,c127,c282,c223
385;2015-01-01;1;104;1;104.12;41;;c241,c257,c110,c389,c212;13.0;;151121_3_ma0/3476;1;2;1;1;12.00;;;;
386;2015-01-01;1;104;1;104.13;41;;c100,c106,c110,c280,c208;13.5;;151015_4_ma0/3211;1;2;1;1;13.50;;;;
387;2015-02-22;1;104;1;104.14;41;;c226,c106,c110,c282,c192;13.0;;;1;2;;;12.00;2015-10-03;;;
388;2015-02-22;1;104;1;104.15;41;;c387,c106,c110,c172;14.0;;151018_1_ma0/3295;1;2;1;1;14.00;;;;
389;2015-04-18;1;104;1;104.16;41;;c254,c257,c387,c257,c105;14.0;;151015_3_ma0/3150;1;1;1;1;14.00;;;;
390;2014-04-18;1;105;1;105.1;76538;;c110,c208,c115,c281;12.5;;151015_4_ma0/3231;1;1;1;1;12.00;;;;
391;2014-04-18;1;105;1;105.2;76538;;c162,c106,c385,c253;13.0;;151018_2_ma0/3342;1;1;1;1;13.50;;;;
392;2014-02-14;1;106;1;106.1;;;;15.5;;;1;1;;1;12.00;;;;
393;2014-02-14;3;107;1;107.1;;;;16.0;;;1;1;;1;32.00;;;;
394;2014-04-18;1;108;1;108.1;1661;;c226,c244,c385,c113;13.5;;151015_3_ma0/3164;1;1;1;1;9.00;;;;
395;2014-04-18;1;108;1;108.2;1661;;c253,c385,c257,c254;12.5;;151018_2_ma0/3354;1;1;1;1;8.00;;;;
396;2014-04-18;1;108;1;108.3;1661;;c385,c110,c226,c257;12.5;;151015_3_ma0/3167;1;1;1;1;8.00;;;;
397;2014-02-14;1;109;1;109.1;;;;16.0;;;1;1;;1;10.00;;;;
398;2014-02-14;3;110;1;110.1;;;;25.5;;;1;1;;1;39.00;;;;
399;2014-02-14;1;111;1;111.1;324;;c110,c113,c208;13.0;;151015_5_ma0/3249;1;1;1;1;13.50;;;;
400;2014-02-14;1;112;1;112.1;218;;c113,c110,c226;12.5;;151121_3_ma0/3481;1;1;1;1;10.00;;;;
401;2014-04-18;1;112;1;112.2;218;;;12.0;;;1;1;;;10.00;2014-11-15;;;
402;2014-04-18;1;112;1;112.3;218;;c162,c257,c254,c253;13.5;;151018_2_ma0/3340;1;1;1;1;12.00;;;;
403;2014-04-18;1;112;1;112.4;218;;c201,c384,c385,c128,c173;13.5;;151121_2_ma0/3403;1;2;1;1;12.00;;;;
404;2014-04-18;1;112;1;112.5;218;;c115,c189,c386,c100,c389;13.0;;;1;2;;;11.50;;2015-10-03;Geschenk;
405;2014-03-22;2;113;1;113.1;76127;;c384,c110,c208,c280;9.0;;;1;2;1;1;26.00;;;;
406;2014-03-22;2;114;1;114.1;64694;;c106,c110,c240,c244,c212,c245,c249;5.0;;;1;2;1;1;12.00;;;;
407;2014-03-22;2;115;1;115.1;76715;;c244,c205,c245,c208,c280,c106,c100,c173,c247,c261;7.5;;;1;2;1;1;20.00;;;;
408;2014-03-22;2;116;1;116.1;75961;;c110,c245,c113,c226,c173,c261;9.0;;;1;2;1;1;22.50;;;;
409;2014-03-22;2;117;1;117.1;63587;;;8.5;;;1;2;1;1;25.00;;;;C103 nicht gefunden, vorher c110,c254,c146,c128,c398,c246,c103
410;2014-03-22;2;118;1;118.1;53874;;c244,c212,c241,c205,c245,c208;5.5;;;1;2;1;1;14.00;;;;
411;2014-03-22;2;119;1;119.1;76165;;;9.0;;;1;2;1;1;19.00;;;;C103 nicht gefunden, vorher c282,c110,c172,c389,c103
412;2014-03-22;2;120;1;120.1;78370;;c173,c261,c280,c110,c208,c100;7.0;;;1;2;1;1;15.00;;;;
413;2014-03-22;2;121;1;121.1;77611;;c110,c106,c212,c226,c282,c205,c245,c128;9.0;;;1;2;1;1;26.00;;;;
414;2014-03-22;2;122;1;122.1;60775;;;8.5;;;1;2;1;1;18.00;;;;C284 nicht gefunden, vorher c247,c124,c201,c284,c281,c280
415;2014-03-22;2;122;1;122.2;60775;;c192,c383,c384,g121,c106,c110;8.5;;;1;2;1;1;17.00;;;;
416;2014-03-22;2;122;1;122.3;60775;;;9.0;;;1;2;;;15.00;2014-11-15;;;
417;2014-03-22;2;123;1;123.1;83868;;c254,c257,c253,c113,c385,c114;8.5;;;1;2;1;1;15.50;;;;
418;2014-03-22;2;124;1;124.1;52111;;;7.0;;;1;2;;;11.00;2014-10-18;;;
419;2014-03-22;2;125;1;125.1;4222;;c128,c205,c245;8.5;;;1;2;1;1;14.50;;;;
420;2014-03-22;2;126;1;126.1;77863;;;5.0;;;1;2;;;9.00;2014-07-01;;;
421;2014-03-22;2;127;1;127.1;53784;;c113,c226,c105,c162;6.0;;;1;2;1;1;11.00;;;;
422;2014-03-22;2;127;1;127.2;53784;;c261,c247,c173,c162,c106;6.0;;;1;1;1;1;11.00;;;;
423;2014-03-22;2;128;1;128.1;3615;;;7.0;;;1;1;;;13.00;2014-12-06;;;
424;2014-03-22;2;129;1;129.1;55421;;c115,c106;7.5;;;1;1;1;1;16.00;;;;
425;2014-03-22;2;130;1;130.1;52406;;;6.0;;;1;1;;;19.00;2014-07-05;;;
426;2014-03-22;2;131;1;131.1;37648;;;8.0;;;1;1;;;14.00;2014-07-05;;;
427;2014-11-30;2;131;1;131.2;37648;;c110,g144,g160;4.0;;;1;1;1;1;12.00;;;;
428;2015-02-20;2;131;1;131.3;37648;;g4,g118,g160;4.0;;;1;2;1;1;12.00;;;;
429;2014-03-22;2;132;1;132.1;5;;c192,c110,c106;9.5;;;1;1;1;1;14.00;;;;
430;2014-03-22;2;133;1;133.1;;;;5.5;;;1;1;;;14.00;2014-10-18;;;
431;2014-04-18;2;134;1;134.1;77479;;;8.0;;;1;2;;;9.00;2014-11-15;;;
432;2014-04-18;2;135;1;135.1;78245;;c205,c384,c110;8.0;;;1;2;1;1;17.00;;;;
433;2014-04-18;2;136;1;136.1;78459;;;6.5;;;1;2;;;15.00;2014-11-15;;;
434;2014-04-18;2;137;1;137.1;2119;;;9.5;;;1;2;;;14.00;2014-07-05;;;
435;2014-10-14;2;137;1;137.2;2119;;;10.5;;;1;2;;;15.00;2014-11-15;;;
436;2014-11-30;2;137;1;137.3;2119;;;8.0;;;1;2;;;13.00;2014-12-06;;;
437;2014-12-13;2;137;1;137.4;2119;;c100,c110,c173,c280,c384,c208,c164,c205,c244,g198;9.0;;;1;2;1;1;17.00;;;;
438;2014-04-18;1;138;1;138.1;63455;;c106,c100,c280,c212,c110,c245,c113,c244,c205;14.5;;;1;2;1;1;27.50;;;;
439;2014-04-18;1;139;1;139.1;76622;;c172,c110,c128,c226,c253;11.5;;151015_3_ma0/3159;1;2;1;1;17.00;;;;
440;2014-04-18;3;140;1;140.1;1948;;;18.5;;;1;2;;;30.00;2014-12-20;;;
441;2015-02-26;3;140;1;140.2;1948;;q118,q97,q44,q117;18.5;;;1;2;1;1;36.00;;;;
442;2014-04-18;3;141;1;141.1;52455;;c113,c110,c383,c208,c280;20.5;;;1;2;1;1;59.00;;;;
443;2014-04-18;1;142;1;142.1;77614;;c113,c208,c110;13.5;;151015_5_ma0/3245;1;1;1;1;35.00;;;;
444;2014-04-18;1;143;1;143.1;78144;;c110,c172,c192;15.5;;;1;2;1;1;29.00;;;;
445;2014-05-29;1;143;1;143.2;78144;;c124,c247,c192;15.5;;;1;2;1;1;29.00;;;;
446;2014-04-18;1;144;1;144.1;76720;;c388,c385,c110,c105;11.5;;151121_2_ma0/3438;1;2;1;1;9.00;;;;
447;2014-05-18;1;144;1;144.2;76720;;c106,c257,c110,c385;12.5;;;1;2;1;1;11.00;;;;
448;2014-06-21;1;144;1;144.3;76720;;c245,c205,c110,c192;13.5;;151121_1_ma0/3400;1;1;1;1;11.00;;;;
449;2014-06-21;1;144;1;144.4;76720;;c173,c247,c110,c208;13.5;;151121_2_ma0/3428;1;1;1;1;12.00;;;;
450;2014-09-21;1;144;1;144.5;76720;;c226,c282,c106,c192;12.5;;151018_2_ma0/3325;1;1;1;1;11.50;;;;
451;2015-08-14;1;144;1;144.6;76720;;c253,c385,c110,c282;13.0;;151015_3_ma0/3161;1;1;1;1;11.50;;;;
452;2015-08-14;1;144;1;144.7;76720;;c254,c257,c110,c201;13.0;;151015_3_ma0/3138;1;1;1;1;11.50;;;;
453;2015-08-14;1;144;1;144.8;76720;;c383,c249,c106,c241;13.0;;151121_2_ma0/3414;1;1;1;1;11.50;;;;
454;2014-04-18;1;145;1;145.1;3011;;;11.5;;;1;2;;;13.00;2014-11-01;;;
455;2014-04-18;1;146;1;146.1;76408;;c201,c173,c110;11.0;;151018_1_ma0/3322;1;2;1;1;14.00;;;;
456;2014-04-18;1;147;1;147.1;77766;;c124,c261,c208,c173;12.0;;151121_2_ma0/3402;1;2;1;1;24.00;;;;
457;2014-04-18;1;148;1;148.1;75950;;c240,c280,c226,c128;12.5;;151015_5_ma0/3252;1;2;1;1;15.00;;;;
458;2014-04-18;1;227;1;149.1;;;;13.0;;;1;2;;1;9.00;;;Spezialpreis: geflickt;
459;2014-10-05;1;149;1;149.2;2;;c110,c106;13.5;;151015_4_ma0/3183;1;1;1;1;10.00;;;;
460;2014-04-18;1;150;1;150.1;1;;;14.5;;;1;2;;1;7.00;;;;
461;2014-04-18;1;151;1;151.1;78005;;c162,c106,c253;12.0;;151018_2_ma0/3346;1;1;1;1;10.00;;;;
462;2014-04-18;1;151;1;151.2;78005;;c110,c106,c192;13.0;;151015_5_ma0/3258;1;1;1;1;11.00;;;;
463;2014-05-01;1;151;1;151.3;78005;;c124,c146,c106;13.5;;151018_1_ma0/3323;1;1;1;1;12.00;;;;
464;2014-05-01;1;151;1;151.4;78005;;;13.5;;;1;1;;;11.00;2014-12-06;;;
465;2014-04-18;1;152;1;152.1;;;;13.0;;;1;1;;;7.00;2015-04-18;;;
466;2014-04-18;1;152;1;152.2;;;;12.0;;;1;1;1;1;6.00;;;;
467;2014-04-18;1;153;1;153.1;EM001;;c259,c110,c114,c106,c246;12.5;;151015_2_ma0/3119;1;1;1;1;11.50;;;;
468;2014-04-18;1;154;1;154.1;;;;18.5;;;1;1;;1;47.00;;;;
469;2014-04-18;1;155;1;155.1;;;;18.5;;;1;1;;1;31.00;;;Spezialpreis: zu lang!;
470;2014-04-18;1;156;1;156.1;;;;17.5;;;1;1;;1;30.00;;;;
471;2014-04-18;1;157;1;157.1;77282;;c128,c226,c110;14.0;;151018_2_ma0/3339;1;1;1;1;15.00;;;;
472;2014-04-18;1;157;1;157.2;77282;;;12.0;;;1;1;;;12.00;2014-12-06;;;
473;2014-05-01;1;157;1;157.3;77282;;c205,c106,c212;14.0;;151018_1_ma0/3281;1;2;1;1;15.00;;;;
474;2014-05-01;1;157;1;157.4;77282;;c208,c110,c280;12.5;;151015_4_ma0/3216;1;1;1;1;12.00;;;;
475;2014-06-07;1;157;1;157.5;77282;;c385,c244,c253;12.0;;151015_3_ma0/3173;1;1;1;1;12.00;;;;
476;2014-06-07;1;157;1;157.6;77282;;c115,c110,c386;14.5;;151015_4_ma0/3228;1;2;1;1;16.00;;;;
477;2014-06-21;1;157;1;157.7;77282;;c384,c106,c201;14.0;;151015_3_ma0/3158;1;2;1;1;15.00;;;;
478;2014-09-21;1;157;1;157.8;77282;;c248,c110,c387;14.0;;151018_1_ma0/3297;1;1;1;1;15.00;;;;
479;2014-04-20;1;158;1;158.1;79145;;c162,c106,c385;13.5;;151018_2_ma0/3344;1;2;1;1;16.00;;;;
480;2014-05-01;1;158;1;158.2;79145;;c110,c113,c253;13.0;;151121_2_ma0/3408;1;1;1;1;15.50;;;;
481;2014-06-21;1;158;1;158.3;79145;;c201,c384,c192;14.5;;151015_3_ma0/3153;1;2;1;1;18.00;;;;
482;2014-05-01;1;159;1;159.1;77157;;;15.5;;;1;2;;;21.00;2014-12-20;;;
483;2015-06-21;1;159;1;159.2;77157;;c110,c130,c393,c242,g23,g124,c172,c106,q70;14.5;;151015_4_ma0/3188;1;2;1;1;22.50;;;;
484;2015-08-21;1;160;1;160.1;84122;;c110,c106,g23;13.5;;151015_4_ma0/3187;1;2;1;1;17.00;;;Spezialpreis kurze Arbeitszeit;
485;2014-05-01;1;161;1;161.1;79264;;c110,c100,c386,c390;14.5;;151015_5_ma0/3243;1;2;1;1;14.00;;;;
486;2014-05-01;1;162;1;162.1;79091;;c164,c106,c113,c226,c384;13.0;;151121_2_ma0/3406;1;2;1;1;11.50;;;;
487;2014-05-01;1;163;1;163.1;79213;;c386,c110,c385,c253,c100;15.0;;151121_2_ma0/3439;1;2;1;1;14.50;;;;
488;2014-05-18;1;163;1;163.2;79213;;c383,c110,c388,c212,c205;14.5;;151121_2_ma0/3440;1;2;1;1;12.00;;;;
489;2015-02-23;1;163;1;163.3;79213;;c164,c106,c247,c241,c244;15.0;;;1;2;1;1;13.00;;;;
490;2015-02-23;1;163;1;163.4;79213;;c282,c106,c226,c385,c253;15.0;;;1;2;1;1;13.00;;;;
491;2014-05-18;1;164;1;164.1;79679;;c106,c244,c212,c205,c245,c280,c100;13.0;;151121_2_ma0/3417;1;2;1;1;15.50;;;;
492;2014-06-25;1;164;1;164.2;79679;;c162,c110,c387,c254,c257,c130,c106;13.0;;151018_1_ma0/3302;1;1;1;1;15.00;;;;
493;2014-05-18;1;165;1;165.1;79594;;c106,c110,c246,c114;13.5;;151015_2_ma0/3125;1;2;1;1;14.00;;;;
494;2014-05-18;1;166;1;166.1;38136;;c192,c100;11.5;;151121_3_ma0/3475;1;2;1;1;15.00;;;;
495;2014-06-07;1;166;1;166.2;38136;;c244,c385;14.0;;151015_3_ma0/3179;1;1;1;1;19.00;;;;
496;2014-05-18;1;167;1;167.1;78979;;c385,c259,c253;13.0;;151018_2_ma0/3355;1;2;1;1;11.50;;;;
497;2014-06-25;1;167;1;167.2;78979;;c249,c383,c100;13.0;;151015_4_ma0/3217;1;2;1;1;11.00;;;;
498;2014-10-05;1;167;1;167.3;78979;;c114,c110,c106;13.5;;151015_2_ma0/3124;1;1;1;1;12.00;;;;
499;2014-05-18;1;168;1;168.1;79667;;c106,c172,c110,c212,c390;15.0;;151121_3_ma0/3472;1;2;1;1;14.50;;;;
500;2014-05-29;1;169;1;169.1;77988;;c173,c247,c106,c261,c124,c164,c189,c390,c115;14.0;;151015_3_ma0/3157;1;2;1;1;13.00;;;;
501;2014-06-25;1;169;1;169.2;77988;;;13.5;;;1;1;;;11.00;2014-06-01;;;
502;2014-06-25;1;169;1;169.3;77988;;c106,c385,c253,c110,c244,c128,c282,c226;13.0;;151015_3_ma0/3163;1;1;1;1;11.00;;;;
503;2015-04-18;1;169;1;169.4;77988;o15;;14.5;;;;1;;;12.00;2015-04-18;;;
504;2015-06-21;1;169;1;169.5;77988;;c162,c388,c383,c208,c105,c110;11.5;;151015_4_ma0/3224;1;1;1;1;10.00;;;;
505;2014-06-07;1;170;1;170.1;;;;12.0;;;1;1;1;1;7.00;;;;
506;2014-06-07;1;170;1;170.2;;;c128,c226;13.0;;;1;1;1;1;9.00;;;;
507;2014-06-25;1;170;1;170.3;;;c110,c106;12.0;;151015_4_ma0_/3191;1;1;1;1;8.00;;;;
508;2014-06-21;1;171;1;171.1;45068;;;14.0;;;1;2;;;25.00;2015-04-18;;;
509;2014-06-21;2;172;1;172.1;53014;;c106,c385,c244,c281,c390,c192,c253;7.5;;;1;2;1;1;18.00;;;;
510;2014-06-25;5;173;1;173.1;Perlen;;;13.5;;;1;1;1;1;15.50;;;;
511;2014-06-25;5;173;1;173.2;Perlen;;;13.5;;;1;1;1;1;15.50;;;;
512;2014-06-25;1;174;1;174.1;17806;;;13.0;;;1;1;;;12.00;2014-06-01;;;
513;2014-06-25;1;175;1;175.1;79963;;c110,c258;15.0;;151121_2_ma0/3442;1;2;1;1;24.50;;;;
514;2014-06-25;1;176;1;176.1;545;;;14.0;;;1;2;;;14.00;2015-07-04;;;
515;2014-10-15;1;176;1;176.2;545;;;12.0;;;1;2;;;12.00;;2015-03-01;Geschenk;
516;2015-08-18;1;177;1;177.1;87249;;c115,c280,g62,g159;13.5;;151015_5_ma0/3237;1;2;1;1;13.00;;;;
517;2014-06-25;1;178;1;178.1;80266;;c162,c385;13.0;;151018_2_ma0/3343;1;1;1;1;18.50;;;;
518;2014-07-02;1;179;1;179.1;44556;;c110,c113,c282,c261,c240,c384,c226,c106;14.0;;151121_2_ma0/3404;1;2;1;1;38.00;;;;
519;2014-07-05;1;180;1;180.1;;o6;;18.0;;;;1;;;12.00;2014-07-05;;;
520;2014-07-05;1;181;1;181.1;;o7;;18.0;;;;1;;;18.00;2014-07-05;;;
521;2014-09-21;1;182;1;182.1;19255;;;14.5;;;;1;;;15.00;2014-09-01;;;
521;2014-09-21;1;182;2;182.1;19255;;c244,c212,c208,c205,c192,c106,c110;14.5;;151121_1_ma0/3399;1;1;1;1;18.00;;;;
523;2014-09-21;1;183;1;183.1;80042;;c192,c282,c106,c226;13.0;;151018_2_ma0/3330;1;1;1;1;9.00;;;;
524;2014-09-21;1;183;1;183.2;80042;;c128,c124,c173,c201;15.0;;151121_2_ma0/3405;1;2;1;1;11.00;;;;
525;2014-09-21;1;183;1;183.3;80042;;c205,c383,c280,c249;14.0;;151121_2_ma0/3415;1;2;1;1;10.00;;;;
526;2014-09-21;1;183;1;183.4;80042;;;13.0;;;1;1;;;9.00;2014-09-01;;;
527;2014-09-21;1;184;1;184.1;;;;33.0;;;1;1;;1;3.00;;;;
528;2015-09-23;2;185;1;185.1;4549;;p82156,q87,c208;7.0;;;1;2;1;1;10.50;;;;
529;2014-09-21;1;186;1;186.1;;;;15.0;;;1;1;;;23.00;2014-12-20;;;
530;2014-09-21;1;186;1;186.2;;;c113,c226,c110,c282,c205;14.0;;151018_1_ma0/3291;1;1;1;1;24.00;;;;
531;2014-05-01;1;186;1;186.3;;;;13.0;;;1;1;1;1;19.00;;;;
532;2014-05-01;1;186;1;186.4;;;c384,c110,c106,c208,c383;13.5;;151121_2_ma0/3429;1;1;1;1;23.00;;;;
533;2014-09-21;1;187;1;187.1;;;;14.0;;;1;1;1;1;22.00;;;;
534;2015-09-23;2;188;1;188.1;5015;;c393,q16,p82133,q66;6.5;;;1;2;1;1;10.50;;;;
535;2014-09-21;1;189;1;189.1;78612;;c387,c247,c172,c106;13.0;;;1;2;1;1;9.00;;;;
536;2014-09-21;1;189;1;189.2;78612;;c387,c164,c172,c106;17.0;;;1;2;1;1;13.00;;;;
537;2015-08-14;1;189;1;189.3;78612;;c242,c281,c172,c106;14.5;;151121_3_ma0/3473;1;1;1;1;10.00;;;;
538;2015-08-14;1;189;1;189.4;78612;;c242,c208,c172,c106;14.0;;151015_4_ma0/3205;1;1;1;1;10.00;;;;
539;2014-09-21;1;190;1;190.1;80477;;c110,c205,c245,c384,c201;13.5;;;1;2;1;1;12.00;;;;
540;2014-09-21;1;190;1;190.2;80477;;c110,c205,c245,c384,c201;13.5;;;1;2;1;1;12.00;;;;
541;2015-02-23;1;190;1;190.3;80477;;c110,c261,c173,c106,c241;14.0;;151121_3_ma0/3465;1;2;1;1;12.00;;;;
541;2015-02-23;1;190;2;190.4;80477;;c110,c261,c173,c106,c241;16.0;;;1;2;1;1;14.00;;;;
543;2014-09-21;1;191;1;191.1;77425;;c106,c253,c244;13.5;;;1;2;1;1;11.00;;;;
544;2014-10-05;1;191;1;191.2;77425;;c106,c253,c244;13.0;;;1;2;1;1;11.00;;;;
545;2015-03-08;1;191;1;191.3;77425;;c110,c226,c282;13.0;;151121_3_ma0/3482;1;2;1;1;11.50;;;;
546;2014-09-21;1;192;1;192.1;79388;;c282,c113,c226,c100;12.0;;151015_5_ma0/3247;1;2;1;1;7.00;;;Fehler drin;
547;2014-09-21;1;193;1;193.1;1603;;c106,c385,c162,c253;13.0;;151018_2_ma0/3348;1;1;1;1;11.00;;;;
548;2014-09-21;1;193;1;193.2;1603;;c106,c248,c110,c254;14.5;;151018_1_ma0/3294;1;1;1;1;14.00;;;;
549;2014-09-21;1;194;1;194.1;;;c162,c124,c384,c106;17.0;;;1;1;1;1;17.00;;;;
549;2014-09-21;1;194;2;194.1;;;c162,c124,c384,c106;14.5;;;1;1;1;1;14.00;;;;
551;2014-10-05;1;194;1;194.2;;;c162,c124,c384,c106;14.5;;151015_3_ma0/3139;1;1;1;1;14.00;;;;
552;2014-09-21;1;194;1;194.3;;;;14.0;;;1;1;1;1;14.00;;;;
553;2014-09-21;1;195;1;195.1;81070;;c162,c257,c385,c253;13.5;;151018_2_ma0/3353;1;1;1;1;14.00;;;;
554;2014-09-21;1;195;1;195.2;81070;;c192,c106,c226,c282;14.0;;151018_2_ma0/3329;1;1;1;1;15.00;;;;
555;2014-11-15;1;195;1;195.3;81070;;;14.0;;;;1;;;14.00;2014-12-06;;;
556;2014-09-21;1;196;1;196.1;81170;;c106,c130,c110;13.0;;151018_1_ma0/3301;1;1;1;1;9.00;;;;
557;2015-04-18;1;196;1;196.2;81170;;c385,c110,c282;14.5;;151015_3_ma0/3162;1;1;1;1;11.00;;;;
558;2015-05-15;1;196;1;196.3;81170;;c172,q87,c242;15.0;;151121_3_ma0/3459;1;2;1;1;11.00;;;;
559;2014-10-12;2;197;1;197.1;80862;;c162,c106;6.5;;;1;2;1;1;9.00;;;;
560;2014-11-15;2;197;1;197.2;80862;;c106,c162;7.0;;;1;1;1;1;9.00;;;;
561;2014-10-12;2;198;1;198.1;80643;;c106,c257,c254,c162,c110,c244,c253,c385;8.5;;;1;2;1;1;13.00;;;;
562;2014-10-12;2;199;1;199.1;81982;;;7.5;;;1;2;;;12.00;2014-11-15;;;
563;2014-12-13;2;200;1;200.1;25260;;c110,c208,c281,c115;7.0;;;1;2;1;1;14.00;;;;
564;2014-09-21;1;201;1;201.1;;;;13.0;;;1;1;;1;4.00;;;;
565;2014-10-05;1;201;1;201.2;;;;15.0;;;1;1;;1;4.00;;;;
566;2014-09-21;1;201;1;201.3;;;;13.5;;;1;1;;1;4.00;;;;
567;2014-10-12;2;202;1;202.1;81584;;c192,c110,c115,c390,c281,c208,c280;9.5;;;1;2;1;1;18.00;;;;
568;2014-10-12;2;203;1;203.1;81406;;;6.5;;;1;2;;;11.00;2014-12-20;;;
569;2014-10-12;2;204;1;204.1;75861;;c110,c253,c383;7.0;;;1;2;1;1;15.00;;;;
570;2014-10-12;2;205;1;205.1;43918;;;10.0;;;1;2;;;18.00;2014-11-15;;teurer da alles Kehrknöpfe;
571;2014-11-30;2;205;1;205.2;43918;;;9.5;;;1;2;;;18.00;2014-12-20;;teurer da alles Kehrknöpfe;
572;2015-02-20;2;205;1;205.3;43918;;;7.5;;;1;2;;;16.00;;2015-07-01;Geschenk;
573;2015-03-27;6;205;1;205.4;43918;;;7.5;;;1;2;;;16.00;;2015-03-01;Geschenk;
574;2015-09-23;2;205;1;205.5;43918;;c106,q79,c400,q88,q87,c115;7.0;;;1;2;1;1;15.00;;;;
575;2014-10-12;3;206;1;206.1;888;;;19.5;;;1;2;;;29.00;2014-11-01;;reduzierter Preis, da von uns falsche Anzahl Fäden berechnet;
576;2014-11-30;3;206;1;206.2;888;o8;;19.5;;;1;2;;;29.00;2014-11-01;;;
577;2014-12-06;3;206;1;206.3;888;;;19.5;;;1;2;;;31.00;2014-12-06;;;
578;2014-12-19;3;206;1;206.4;888;;c110,c115,c100,c281,c280,c208;19.0;;;1;2;1;1;34.00;;;;
579;2014-10-15;2;207;1;207.1;74486;;;8.0;;;1;2;;;11.00;2014-12-06;;;
580;2014-11-15;2;208;1;208.1;46575;;c226,c247,c388,c245;7.0;;;1;1;1;1;14.00;;;;
581;2014-11-15;2;209;1;209.1;2332;;c173,c201;5.5;;;1;2;1;1;13.00;;;;
582;2014-11-15;2;210;1;210.1;1718;;;6.0;;;1;2;;;12.00;;2015-01-01;Geschenk;
583;2014-11-15;2;211;1;211.1;58590;;c192,c115,c146,c281,c253,c208,c385,c106;9.5;;;1;2;1;1;20.00;;;;
584;2014-11-15;1;212;1;212.1;4966;;c249,c110,c208,c280,c282,c251,c226,c246;15.0;;151018_1_ma0/3269;1;2;1;1;19.50;;;;
585;2015-02-23;1;212;1;212.2;4966;;c212,c110,c205,c245,c201,c146,c173,c106;15.0;;151121_2_ma0/3432;1;2;1;1;19.50;;;;
586;2014-11-15;1;213;1;213.1;80920;;c212,c110,c105;14.5;;;1;1;1;1;8.00;;;;
586;2014-11-15;1;213;2;213.1;80920;;c212,c110,c105;14.5;;;1;1;1;1;8.00;;;;
588;2014-11-15;1;213;1;213.2;80920;;c192,c106,c110;14.5;;151015_5_ma0/3261;1;1;1;1;8.00;;;;
589;2014-11-15;1;214;1;214.1;3662;;c110,c106,c212;14.5;;151121_2_ma0/3420;1;1;1;1;16.00;;;;
590;2014-11-15;1;214;1;214.2;3662;;c110,c106,c192;15.0;;151015_5_ma0/3263;1;1;1;1;16.50;;;;
591;2014-11-15;1;215;1;215.1;80824;;c110,c173,c387,c247,c257,c263;13.0;;151015_3_ma0/3141;1;1;1;1;17.00;;;;
592;2014-11-15;1;215;1;215.2;80824;;c110,c106,c192,c173,c115,c390;13.0;;151121_3_ma0/3451;1;1;1;1;17.50;;;;
593;2014-11-15;2;216;1;216.1;80895;;;8.0;;;1;2;;;18.00;2014-11-15;;;
594;2014-11-23;2;216;1;216.2;80895;;c106,c253,c110;8.0;;;1;2;1;1;22.00;;;;
595;2014-11-15;2;217;1;217.1;82670;;;6.5;;;1;2;;;12.00;2014-11-15;;;
